root	leaf	logFC_root_leaf	PValue_root_leaf	FDR_root_leaf
AT4TE31165	0	0	0	1	1
AT4TE31170	0	0	0	1	1
AT4TE31175	0	0	0	1	1
AT4TE31180	0	0	0	1	1
AT4TE31185	0	0	0	1	1
AT4TE31210	0	0	0	1	1
AT4TE31215	0	0	0	1	1
AT4TE31220	0	0	0	1	1
AT4TE31225	0	0	0	1	1
AT4TE31280	0	0	0	1	1
AT4TE31285	0	0	0	1	1
AT4TE31290	0	0	0	1	1
AT4TE31295	0	0	0	1	1
AT4TE31300	0	0	0	1	1
AT4TE31310	0	0	0	1	1
AT4TE31315	0	0	0	1	1
AT4TE31320	0	0	0	1	1
AT4TE31325	0	0	0	1	1
AT4TE31390	0	0	0	1	1
AT4TE31400	0	0	0	1	1
AT4TE31405	0	0	0	1	1
AT4TE31415	0	0	0	1	1
AT4TE31420	0	0	0	1	1
AT4TE31425	0	0	0	1	1
AT4TE31430	0	0	0	1	1
AT4TE31435	11.1446184939233	0	2.29417294299608	0.999999999999997	1
AT4TE31440	62.8114699730193	0	2.29434778129195	1	1
AT4TE31445	1976.83324733317	1813.54828676115	0.126865526603687	0.701252445187196	1
AT4TE31460	0	0	0	1	1
AT4TE31465	0	0	0	1	1
AT4TE31480	0	0	0	1	1
AT4TE31485	0	0	0	1	1
AT4TE31490	645.99513031827	612.085646525923	0.0793054267228178	1	1
AT4TE31500	0	0	0	1	1
AT4TE31505	0	0	0	1	1
AT4TE31510	459.200305961783	545.96870897904	-0.243206056629794	0.452846723380197	1
AT4TE31540	0	0	0	1	1
AT4TE31570	0	0	0	1	1
AT4TE31575	0	0	0	1	1
AT4TE31580	0	0	0	1	1
AT4TE31585	0	0	0	1	1
AT4TE31590	0	0	0	1	1
AT4TE31595	0	0	0	1	1
AT4TE31620	0	0	0	1	1
AT4TE31640	0	0	0	1	1
AT4TE31645	0	0	0	1	1
AT4TE31650	0	0	0	1	1
AT4TE31660	0	0	0	1	1
AT4TE31665	0	0	0	1	1
AT4TE31670	0	0	0	1	1
AT4TE31680	13.3653687473112	2.95767407680654	2.00798163360531	0.225099325614316	1
AT4TE31685	0	0	0	1	1
AT4TE31690	12.4103307607982	24.7022114881939	-0.906101932843568	1	1
AT4TE31700	0	0	0	1	1
AT4TE31740	0	10.4720486308924	-3.20045142102625	0.502151086574981	1
AT4TE31745	0	0	0	1	1
AT4TE31750	0	0	0	1	1
AT4TE31755	0	0	0	1	1
AT4TE31780	0	0	0	1	1
AT4TE31785	0	0	0	1	1
AT4TE31790	0	0	0	1	1
AT4TE31800	0	0	0	1	1
AT4TE31850	0	0	0	1	1
AT4TE31855	0	0	0	1	1
AT4TE31900	0	0	0	1	1
AT4TE31910	0	0	0	1	1
AT4TE31915	0	0	0	1	1
AT4TE31925	0	0	0	1	1
AT4TE31930	0	0	0	1	1
AT4TE31990	0	7.52598089566594	-2.34990268225154	0.999999999999997	1
AT4TE32000	0	0	0	1	1
AT4TE32005	0	0	0	1	1
AT4TE32010	0	0	0	1	1
AT4TE32015	0	0	0	1	1
AT4TE32050	0	0	0	1	1
AT4TE32055	0	0	0	1	1
AT4TE32060	0	0	0	1	1
AT4TE32065	0	0	0	1	1
AT4TE32070	42.1218179233742	59.2389722295251	-0.468542609231711	0.794962492511819	1
AT4TE32110	0	0	0	1	1
AT4TE32115	0	0	0	1	1
AT4TE32120	0	0	0	1	1
AT4TE32160	0	0	0	1	1
AT4TE32165	0	0	0	1	1
AT4TE32170	0	0	0	1	1
AT4TE32175	0	0	0	1	1
AT4TE32180	0	0	0	1	1
AT4TE32185	0	0	0	1	1
AT4TE32210	0	0	0	1	1
AT4TE32220	0	0	0	1	1
AT4TE32240	0	0	0	1	1
AT4TE32245	4.92499793720085	0	2.29417294298426	1	1
AT4TE32250	0	0	0	1	1
AT4TE32260	0	0	0	1	1
AT4TE32265	0	0	0	1	1
AT4TE32290	0	0	0	1	1
AT4TE32295	0	0	0	1	1
AT4TE32300	0	0	0	1	1
AT4TE32305	0	0	0	1	1
AT4TE32310	0	0	0	1	1
AT4TE32315	0	0	0	1	1
AT4TE32320	0	27.2273264403203	-2.34990268213183	0.999999999999991	1
AT4TE32325	15.3485378751753	0	2.29417294297244	0.999999999999998	1
AT4TE32330	8.40287243339467	0	3.13896428619781	0.502157843365337	1
AT4TE32335	0	0	0	1	1
AT4TE32340	0	0	0	1	1
AT4TE32360	0	0	0	1	1
AT4TE32365	0	0	0	1	1
AT4TE32375	0	0	0	1	1
AT4TE32380	0	0	0	1	1
AT4TE32385	0	0	0	1	1
AT4TE32390	0	0	0	1	1
AT4TE32395	0	0	0	1	1
AT4TE32400	7449.07065738709	4028.05865376004	0.88922584695098	0.000329627435906264	0.734339292748606
AT4TE32420	2552.97826672391	2626.32368785018	-0.0315951399849522	1	1
AT4TE32425	38.0408293486667	52.6054532293634	-0.467429601670637	0.795235029741027	1
AT4TE32560	0	0	0	1	1
AT4TE32660	0	0	0	1	1
AT4TE32665	0	0	0	1	1
AT4TE32690	358.266349393691	302.467222913105	0.244419220330932	0.820334415109122	1
AT4TE32740	1875.65023472341	1912.28904373959	-0.0266328454849605	0.937243623086396	1
AT4TE32800	2333.12295319551	2993.17532169449	-0.360043823232373	0.153747003915268	1
AT4TE32810	0	0	0	1	1
AT4TE32815	0	0	0	1	1
AT4TE32825	0	0	0	1	1
AT4TE32830	0	0	0	1	1
AT4TE32835	0	0	0	1	1
AT4TE32900	0	0	0	1	1
AT4TE32970	0	0	0	1	1
AT4TE32975	0	0	0	1	1
AT4TE32980	0	0	0	1	1
AT4TE32985	0	0	0	1	1
AT4TE32990	0	0	0	1	1
AT4TE32995	0	0	0	1	1
AT4TE33000	0	0	0	1	1
AT4TE33005	0	0	0	1	1
AT4TE33010	12.6920788584247	2.80012839148351	2.00832642833091	0.223751488426218	1
AT4TE33015	0	19.3253894292495	-2.34990268201213	1	1
AT4TE33020	0	0	0	1	1
AT4TE33025	0	0	0	1	1
AT4TE33030	0	0	0	1	1
AT4TE33035	0	0	0	1	1
AT4TE33040	0	0	0	1	1
AT4TE33060	0	0	0	1	1
AT4TE33065	0	0	0	1	1
AT4TE33070	0	0	0	1	1
AT4TE33075	0	0	0	1	1
AT4TE33080	0	0	0	1	1
AT4TE33085	0	0	0	1	1
AT4TE33095	0	0	0	1	1
AT4TE33100	0	0	0	1	1
AT4TE33105	0	0	0	1	1
AT4TE33110	0	0	0	1	1
AT4TE33115	0	0	0	1	1
AT4TE33120	0	0	0	1	1
AT4TE33125	0	0	0	1	1
AT4TE33130	0	0	0	1	1
AT4TE33180	0	0	0	1	1
AT4TE33185	0	0	0	1	1
AT4TE33190	0	0	0	1	1
AT4TE33195	0	0	0	1	1
AT4TE33200	0	0	0	1	1
AT4TE33205	0	0	0	1	1
AT4TE33280	0	0	0	1	1
AT4TE33285	0	0	0	1	1
AT4TE33290	0	0	0	1	1
AT4TE33295	0	0	0	1	1
AT4TE33340	0	0	0	1	1
AT4TE33345	0	0	0	1	1
AT4TE33350	0	0	0	1	1
AT4TE33360	0	0	0	1	1
AT4TE33365	0	0	0	1	1
AT4TE33370	0	0	0	1	1
AT4TE33375	0	0	0	1	1
AT4TE33380	0	0	0	1	1
AT4TE33385	0	0	0	1	1
AT4TE33395	0	0	0	1	1
AT4TE33420	0	0	0	1	1
AT4TE33430	158.677876857794	254.332019461582	-0.594652293127429	1	1
AT4TE33435	312.65214715419	324.902148169187	-0.0484110672465052	0.926539396980162	1
AT4TE33440	186.531032041088	0	2.29434778129843	0.999999999999998	1
AT4TE33445	0	0	0	1	1
AT4TE33470	111.918619224653	111.384517255856	-0.0555552200522127	1	1
AT4TE33475	0	0	0	1	1
AT4TE33480	0	0	0	1	1
AT4TE33485	0	0	0	1	1
AT4TE33490	1527.27456475627	1013.7007022609	0.584131443445987	0.588500938003554	1
AT4TE33550	0	0	0	1	1
AT4TE33555	0	0	0	1	1
AT4TE33560	0	0	0	1	1
AT4TE33600	0	0	0	1	1
AT4TE33640	0	0	0	1	1
AT4TE33645	0	0	0	1	1
AT4TE33660	6.92876852650772	0	2.29417294296063	0.999999999999993	1
AT4TE33665	0	0	0	1	1
AT4TE33670	0	0	0	1	1
AT4TE33675	0	0	0	1	1
AT4TE33680	0	0	0	1	1
AT4TE33685	0	0	0	1	1
AT4TE33690	0	0	0	1	1
AT4TE33695	0	0	0	1	1
AT4TE33700	0	0	0	1	1
AT4TE33705	0	0	0	1	1
AT4TE33710	0	0	0	1	1
AT4TE33715	0	0	0	1	1
AT4TE33720	0	0	0	1	1
AT4TE33725	0	0	0	1	1
AT4TE33730	0	0	0	1	1
AT4TE33735	0	0	0	1	1
AT4TE33740	0	0	0	1	1
AT4TE33745	0	0	0	1	1
AT4TE33750	0	0	0	1	1
AT4TE33800	0	0	0	1	1
AT4TE33810	0	0	0	1	1
AT4TE33815	0	0	0	1	1
AT4TE33820	0	0	0	1	1
AT4TE33830	0	0	0	1	1
AT4TE33910	584.545952849493	781.056131057178	-0.423301381882172	0.378039280075153	1
AT4TE33915	237.751861203696	492.297134744139	-0.980960326734665	0.691353501732481	1
AT4TE33920	0	0	0	1	1
AT4TE33925	0	0	0	1	1
AT4TE33940	0	0	0	1	1
AT4TE33960	0	0	0	1	1
AT4TE33970	152.676993651354	182.299674712123	-0.245438110205856	0.587203705906434	1
AT4TE33975	0	0	0	1	1
AT4TE34010	2920.03824843752	2011.00630918988	0.536479748819576	0.0983071763690531	1
AT4TE34015	4576.14394234535	3575.36420629991	0.354652008273188	0.159986643900954	1
AT4TE34020	0	0	0	1	1
AT4TE34025	0	0	0	1	1
AT4TE34070	0	0	0	1	1
AT4TE34075	0	0	0	1	1
AT4TE34100	80.993737596788	88.5356384833536	-0.0566342442067786	1	1
AT4TE34105	0	0	0	1	1
AT4TE34110	0	0	0	1	1
AT4TE34130	0	0	0	1	1
AT4TE34135	0	0	0	1	1
AT4TE34140	0	0	0	1	1
AT4TE34170	0	0	0	1	1
AT4TE34210	0	0	0	1	1
AT4TE34215	23.8930046494227	0	3.66854978949644	0.252821851734584	1
AT4TE34220	0	0	0	1	1
AT4TE34225	0	0	0	1	1
AT4TE34250	0	0	0	1	1
AT4TE34260	24.7209801500237	0	2.29434778130491	1	1
AT4TE34265	11.3533192147832	0	2.29417294294881	0.999999999999996	1
AT4TE34270	0	15.5397425513507	-2.35098260472553	0.999999999999999	1
AT4TE34300	0	0	0	1	1
AT4TE34305	0	0	0	1	1
AT4TE34315	0	0	0	1	1
AT4TE34325	0	0	0	1	1
AT4TE34330	0	0	0	1	1
AT4TE34335	0	0	0	1	1
AT4TE34340	48.7056899966547	45.6655665144119	0.0965276173394188	1	1
AT4TE34345	0	0	0	1	1
AT4TE34350	0	0	0	1	1
AT4TE34355	0	0	0	1	1
AT4TE34360	0	0	0	1	1
AT4TE34390	0	0	0	1	1
AT4TE34395	0	0	0	1	1
AT4TE34400	0	0	0	1	1
AT4TE34430	8.53748135555602	33.9869539476953	-1.82320984323106	0.38333549436156	1
AT4TE34435	0	0	0	1	1
AT4TE34440	0	0	0	1	1
AT4TE34480	0	0	0	1	1
AT4TE34485	0	0	0	1	1
AT4TE34490	0	0	0	1	1
AT4TE34495	0	0	0	1	1
AT4TE34530	0	0	0	1	1
AT4TE34540	0	0	0	1	1
AT4TE34545	0	0	0	1	1
AT4TE34550	0	0	0	1	1
AT4TE34555	0	0	0	1	1
AT4TE34565	168.105972399822	375.767603162076	-1.13483651544135	0.191944423239515	1
AT4TE34650	0	0	0	1	1
AT4TE34655	6.0205287593786	19.4474334642918	-1.43965565109551	0.627824094943226	1
AT4TE34680	0	0	0	1	1
AT4TE34685	0	0	0	1	1
AT4TE34690	0	0	0	1	1
AT4TE34695	5.41859512091188	0	2.29434778131139	1	1
AT4TE34700	157.285647299568	214.568769077353	-0.420342803902307	0.808835000950833	1
AT4TE34705	0	0	0	1	1
AT4TE34730	0	0	0	1	1
AT4TE34735	0	0	0	1	1
AT4TE34740	0	0	0	1	1
AT4TE34745	0	0	0	1	1
AT4TE34750	0	0	0	1	1
AT4TE34755	0	0	0	1	1
AT4TE34760	0	0	0	1	1
AT4TE34765	0	0	0	1	1
AT4TE34770	0	0	0	1	1
AT4TE34775	0	0	0	1	1
AT4TE34780	157.833950188613	86.2654939068574	0.788314103863167	1	1
AT4TE34810	0	0	0	1	1
AT4TE34840	0	0	0	1	1
AT4TE34845	0	0	0	1	1
AT4TE34855	0	0	0	1	1
AT4TE34860	0	0	0	1	1
AT4TE34870	0	0	0	1	1
AT4TE34950	0	0	0	1	1
AT4TE34980	89.622654934131	52.8313069582228	0.749137732477764	0.433775302192855	1
AT4TE34985	0	0	0	1	1
AT4TE35000	0	0	0	1	1
AT4TE35005	0	0	0	1	1
AT4TE35070	0	0	0	1	1
AT4TE35075	0	0	0	1	1
AT4TE35080	0	0	0	1	1
AT4TE35190	0	0	0	1	1
AT4TE35195	0	0	0	1	1
AT4TE35200	0	0	0	1	1
AT4TE35205	3366.14572016704	4062.25498184992	-0.266866895492241	0.2345768246038	1
AT4TE35215	0	0	0	1	1
AT4TE35370	14119.853697822	16951.5851822001	-0.263737680144116	0.303350372679925	1
AT4TE35400	684.29391279881	393.516029810417	0.779679311546961	0.345304468466386	1
AT4TE35460	0	0	0	1	1
AT4TE35560	0	0	0	1	1
AT4TE35565	0	0	0	1	1
AT4TE35575	0	0	0	1	1
AT4TE35580	0	0	0	1	1
AT4TE35585	0	0	0	1	1
AT4TE35590	0	0	0	1	1
AT4TE35595	0	0	0	1	1
AT4TE35620	0	0	0	1	1
AT4TE35660	0	0	0	1	1
AT4TE35730	0	0	0	1	1
AT4TE35780	11.2532432492795	0	2.29434778131787	0.999999999999993	1
AT4TE35790	0	0	0	1	1
AT4TE35795	0	0	0	1	1
AT4TE35900	0	0	0	1	1
AT4TE35905	0	0	0	1	1
AT4TE35910	20.7956893829591	0	3.66879439925622	0.25380645086713	1
AT4TE35915	0	0	0	1	1
AT4TE35920	0	0	0	1	1
AT4TE35925	0	0	0	1	1
AT4TE35930	0	0	0	1	1
AT4TE35980	0	0	0	1	1
AT4TE35985	0	0	0	1	1
AT4TE35990	0	0	0	1	1
AT4TE36100	7.98771075190284	0	2.29417294293699	1	1
AT4TE36130	21.2993912019235	0	2.29434778132435	1	1
AT4TE36210	0	0	0	1	1
AT4TE36215	0	0	0	1	1
AT4TE36240	0	0	0	1	1
AT4TE36245	727.007056086941	644.471969649313	0.186098513262671	0.756640368587551	1
AT4TE36320	0	0	0	1	1
AT4TE36330	0	0	0	1	1
AT4TE36530	0	0	0	1	1
AT4TE36590	0	0	0	1	1
AT4TE36740	0	0	0	1	1
AT4TE36750	0	0	0	1	1
AT4TE36755	0	0	0	1	1
AT4TE36760	0	0	0	1	1
AT4TE36765	0	68.8331286412593	-2.34990268189243	0.999999999999991	1
AT4TE36800	12.6656873608146	0	2.29434778133083	1	1
AT4TE36805	215.429570260519	59.5460931392467	1.70371000567209	0.379965330488486	1
AT4TE36840	0	0	0	1	1
AT4TE36845	0	0	0	1	1
AT4TE36850	0	0	0	1	1
AT4TE36880	0	0	0	1	1
AT4TE36885	0	0	0	1	1
AT4TE36890	0	0	0	1	1
AT4TE36895	0	0	0	1	1
AT4TE36900	0	0	0	1	1
AT4TE36905	0	0	0	1	1
AT4TE36990	0	0	0	1	1
AT4TE37020	0	0	0	1	1
AT4TE37030	0	0	0	1	1
AT4TE37035	0	0	0	1	1
AT4TE37090	1961.35644388853	1900.19226055131	0.0465115859846926	0.940467143484695	1
AT4TE37200	0	0	0	1	1
AT4TE37230	529.791811925081	526.737563814103	0.0158930453685272	1	1
AT4TE37235	0	0	0	1	1
AT4TE37300	0	0	0	1	1
AT4TE37350	0	0	0	1	1
AT4TE37370	23.8195121716621	0	4.05468903164123	0.127995874323102	1
AT4TE37440	1250.76755065484	1396.9872338401	-0.155444723430447	1	1
AT4TE37470	0	0	0	1	1
AT4TE37475	0	0	0	1	1
AT4TE37490	0	0	0	1	1
AT4TE37540	0	0	0	1	1
AT4TE37560	27.4800181131959	0	3.6687943859743	0.253806292085348	1
AT4TE37565	661.220046859184	718.83239292483	-0.129004234796521	0.7781725967001	1
AT4TE37570	0	0	0	1	1
AT4TE37575	0	0	0	1	1
AT4TE37580	0	0	0	1	1
AT4TE37690	0	0	0	1	1
AT4TE37695	0	0	0	1	1
AT4TE37705	0	0	0	1	1
AT4TE37800	0	0	0	1	1
AT4TE38020	0	0	0	1	1
AT4TE38025	830.362870158748	564.545013786045	0.554334936512807	0.418657184705417	1
AT4TE38090	0	0	0	1	1
AT4TE38095	0	0	0	1	1
AT4TE38100	0	0	0	1	1
AT4TE38105	0	0	0	1	1
AT4TE38110	0	0	0	1	1
AT4TE38180	4731.74617532462	3746.26876213966	0.335344599300439	0.160383972883407	1
AT4TE38220	0	0	0	1	1
AT4TE38225	0	0	0	1	1
AT4TE38230	0	0	0	1	1
AT4TE38235	0	0	0	1	1
AT4TE38240	0	0	0	1	1
AT4TE38245	0	0	0	1	1
AT4TE38250	0	0	0	1	1
AT4TE38255	0	0	0	1	1
AT4TE38260	0	0	0	1	1
AT4TE38270	0	0	0	1	1
AT4TE38275	0	16.0791297875908	-2.34990268177273	0.999999999999998	1
AT4TE38290	0	0	0	1	1
AT4TE38295	0	0	0	1	1
AT4TE38300	0	0	0	1	1
AT4TE38305	0	0	0	1	1
AT4TE38310	0	0	0	1	1
AT4TE38320	0	0	0	1	1
AT4TE38325	13.9898274030816	27.846129313964	-0.906101944555016	0.999999999999998	1
AT4TE38340	0	0	0	1	1
AT4TE38370	0	0	0	1	1
AT4TE38375	0	0	0	1	1
AT4TE38400	0	0	0	1	1
AT4TE38410	0	0	0	1	1
AT4TE38420	0	0	0	1	1
AT4TE38460	0	0	0	1	1
AT4TE38465	0	0	0	1	1
AT4TE38470	0	0	0	1	1
AT4TE38500	0	0	0	1	1
AT4TE38540	0	0	0	1	1
AT4TE38660	0	0	0	1	1
AT4TE38920	0	0	0	1	1
AT4TE38950	0	325.582670551687	-3.73545625183896	0.253986082886457	1
AT4TE38955	52.9724980838552	78.908152345219	-0.53386147169325	0.779406643084311	1
AT4TE38960	91.1880198814794	78.1939792667955	0.235651647541001	0.850130055464167	1
AT4TE38965	743.879646263282	477.647938988825	0.625471132255139	0.730235087380779	1
AT4TE38970	0	0	0	1	1
AT4TE38975	0	0	0	1	1
AT4TE38980	0	0	0	1	1
AT4TE38985	0	0	0	1	1
AT4TE38990	97.785039688617	0	3.13896428810999	0.50215782072345	1
AT4TE39000	0	0	0	1	1
AT4TE39005	0	0	0	1	1
AT4TE39015	0	0	0	1	1
AT4TE39025	0	0	0	1	1
AT4TE39030	0	0	0	1	1
AT4TE39035	0	0	0	1	1
AT4TE39040	0	0	0	1	1
AT4TE39045	0	0	0	1	1
AT4TE39050	0	0	0	1	1
AT4TE39060	0	0	0	1	1
AT4TE39070	0	0	0	1	1
AT4TE39075	0	0	0	1	1
AT4TE39080	0	0	0	1	1
AT4TE39090	0	0	0	1	1
AT4TE39095	0	0	0	1	1
AT4TE39105	24.7331913320853	13.0109888398856	0.853272198678586	0.690634665258538	1
AT4TE39110	0	0	0	1	1
AT4TE39115	0	0	0	1	1
AT4TE39120	0	0	0	1	1
AT4TE39150	0	0	0	1	1
AT4TE39155	0	0	0	1	1
AT4TE39165	0	0	0	1	1
AT4TE39170	0	0	0	1	1
AT4TE39175	0	0	0	1	1
AT4TE39180	0	0	0	1	1
AT4TE39185	0	0	0	1	1
AT4TE39190	0	0	0	1	1
AT4TE39195	0	0	0	1	1
AT4TE39200	24.058224050374	0	2.29417294292517	0.999999999999996	1
AT4TE39220	12.4575461521115	17.1966807342131	-0.451627158176368	1	1
AT4TE39225	0	0	0	1	1
AT4TE39230	0	0	0	1	1
AT4TE39270	0	0	0	1	1
AT4TE39290	0	0	0	1	1
AT4TE39295	0	0	0	1	1
AT4TE39300	0	0	0	1	1
AT4TE39305	0	0	0	1	1
AT4TE39310	0	0	0	1	1
AT4TE39315	0	0	0	1	1
AT4TE39320	0	0	0	1	1
AT4TE39325	0	0	0	1	1
AT4TE39330	0	0	0	1	1
AT4TE39335	0	0	0	1	1
AT4TE39340	16.9573665491898	16.876442008463	-0.0555552198679952	1	1
AT4TE39350	0	0	0	1	1
AT4TE39355	259.088566696336	245.921266428632	0.0750350469363553	1	1
AT4TE39360	0	0	0	1	1
AT4TE39400	806.486623442685	1265.23722881224	-0.639987493166852	0.180521659691258	1
AT4TE39405	0	0	0	1	1
AT4TE39410	0	0	0	1	1
AT4TE39415	0	0	0	1	1
AT4TE39470	0	0	0	1	1
AT4TE39490	0	0	0	1	1
AT4TE39495	0	0	0	1	1
AT4TE39500	0	0	0	1	1
AT4TE39505	5340.86182208805	7557.70711607102	-0.502280580148894	0.118594737763458	1
AT4TE39515	0	0	0	1	1
AT4TE39520	0	0	0	1	1
AT4TE39525	0	0	0	1	1
AT4TE39580	0	0	0	1	1
AT4TE39585	0	0	0	1	1
AT4TE39595	0	0	0	1	1
AT4TE39600	0	0	0	1	1
AT4TE39650	37.1934988359872	0	3.13933728410806	0.502159266869335	1
AT4TE39660	0	0	0	1	1
AT4TE39710	0	0	0	1	1
AT4TE39730	0	0	0	1	1
AT4TE39735	0	11.9941328426647	-2.35098260453418	1	1
AT4TE39740	0	0	0	1	1
AT4TE39745	0	0	0	1	1
AT4TE39790	253.314281724889	452.82001045668	-0.824420643787457	0.371918600008253	1
AT4TE39795	0	0	0	1	1
AT4TE39800	0	0	0	1	1
AT4TE39805	0	0	0	1	1
AT4TE39810	0	0	0	1	1
AT4TE39815	0	0	0	1	1
AT4TE39820	0	0	0	1	1
AT4TE39825	0	0	0	1	1
AT4TE39830	0	0	0	1	1
AT4TE40020	0	0	0	1	1
AT4TE40025	0	0	0	1	1
AT4TE40030	0	0	0	1	1
AT4TE40040	0	0	0	1	1
AT4TE40045	0	0	0	1	1
AT4TE40050	0	0	0	1	1
AT4TE40055	0	0	0	1	1
AT4TE40060	0	0	0	1	1
AT4TE40110	0	0	0	1	1
AT4TE40115	0	0	0	1	1
AT4TE40120	0	0	0	1	1
AT4TE40210	0	0	0	1	1
AT4TE40215	10.7991650129051	0	2.29434778133731	0.999999999999999	1
AT4TE40220	0	0	0	1	1
AT4TE40350	97.7567840011772	88.3495324660272	0.14886206166374	0.85085786332933	1
AT4TE40355	0	0	0	1	1
AT4TE40360	0	0	0	1	1
AT4TE40365	0	0	0	1	1
AT4TE40375	0	0	0	1	1
AT4TE40380	0	0	0	1	1
AT4TE40385	0	0	0	1	1
AT4TE40390	0	0	0	1	1
AT4TE40420	0	0	0	1	1
AT4TE40510	0	0	0	1	1
AT4TE40515	0	0	0	1	1
AT4TE40520	0	0	0	1	1
AT4TE40525	0	0	0	1	1
AT4TE40590	0	0	0	1	1
AT4TE40595	0	0	0	1	1
AT4TE40610	0	0	0	1	1
AT4TE40615	0	0	0	1	1
AT4TE40620	37.7104830804017	0	3.13915052768462	0.501872628011006	1
AT4TE40660	19.3078740786441	21.4290080405569	-0.0568092728149846	1	1
AT4TE40665	0	0	0	1	1
AT4TE40670	265.612967783699	352.591548612487	-0.371840305673771	1	1
AT4TE40675	0	0	0	1	1
AT4TE40685	0	3.0807887599055	-3.20045143199219	0.502151064651557	1
AT4TE40695	0	0	0	1	1
AT4TE40700	0	0	0	1	1
AT4TE40705	0	0	0	1	1
AT4TE40710	0	0	0	1	1
AT4TE40715	0	0	0	1	1
AT4TE40725	0	0	0	1	1
AT4TE40730	0	0	0	1	1
AT4TE40735	0	0	0	1	1
AT4TE40740	0	0	0	1	1
AT4TE40860	0	0	0	1	1
AT4TE40865	0	0	0	1	1
AT4TE40870	77.2916087912288	112.571081537766	-0.532416205689306	0.779294094387869	1
AT4TE41050	0	0	0	1	1
AT4TE41055	0	0	0	1	1
AT4TE41060	0	0	0	1	1
AT4TE41065	0	0	0	1	1
AT4TE41150	0	0	0	1	1
AT4TE41200	0	0	0	1	1
AT4TE41205	0	0	0	1	1
AT4TE41210	0	0	0	1	1
AT4TE41215	0	0	0	1	1
AT4TE41280	0	0	0	1	1
AT4TE41285	0	0	0	1	1
AT4TE41290	0	0	0	1	1
AT4TE41295	0	0	0	1	1
AT4TE41300	0	0	0	1	1
AT4TE41305	0	0	0	1	1
AT4TE41315	0	0	0	1	1
AT4TE41320	0	0	0	1	1
AT4TE41325	0	0	0	1	1
AT4TE41330	0	0	0	1	1
AT4TE41335	0	0	0	1	1
AT4TE41450	0	0	0	1	1
AT4TE41455	0	0	0	1	1
AT4TE41710	0	0	0	1	1
AT4TE41800	0	0	0	1	1
AT4TE41805	0	0	0	1	1
AT4TE41810	0	0	0	1	1
AT4TE41815	0	0	0	1	1
AT4TE41820	0	0	0	1	1
AT4TE42010	0	0	0	1	1
AT4TE42070	1070.45690832566	1369.1918766604	-0.349157020762193	0.233833012457259	1
AT4TE42100	0	0	0	1	1
AT4TE42105	0	0	0	1	1
AT4TE42110	0	0	0	1	1
AT4TE42160	0	0	0	1	1
AT4TE42165	0	0	0	1	1
AT4TE42220	0	0	0	1	1
AT4TE42280	0	0	0	1	1
AT4TE42450	0	0	0	1	1
AT4TE42470	0	0	0	1	1
AT4TE42560	0	0	0	1	1
AT4TE42600	0	0	0	1	1
AT4TE42605	0	0	0	1	1
AT4TE42630	0	0	0	1	1
AT4TE42635	0	0	0	1	1
AT4TE42640	0	0	0	1	1
AT4TE42645	0	0	0	1	1
AT4TE42650	0	0	0	1	1
AT4TE42680	0	0	0	1	1
AT4TE42750	0	0	0	1	1
AT4TE42755	0	0	0	1	1
AT4TE42860	0	0	0	1	1
AT4TE42870	0	0	0	1	1
AT4TE42875	0	0	0	1	1
AT4TE42880	0	0	0	1	1
AT4TE42885	0	0	0	1	1
AT4TE42890	0	0	0	1	1
AT4TE42895	0	0	0	1	1
AT4TE42905	0	0	0	1	1
AT4TE42950	96.7939166638824	122.329163020168	-0.338344372319416	0.196360100589216	1
AT4TE43000	0	0	0	1	1
AT4TE43005	0	0	0	1	1
AT4TE43010	0	0	0	1	1
AT4TE43015	153.888101433897	153.153711226802	-0.0555552196837777	1	1
AT4TE43050	0	0	0	1	1
AT4TE43140	0	0	0	1	1
AT4TE43210	49.7932806921573	18.234982451856	1.31760185582178	0.62781852662224	1
AT4TE43220	0	0	0	1	1
AT4TE43225	232.283926692675	242.544471203905	-0.0622704857428965	1	1
AT4TE43230	45.5964744989325	0	2.29434778134379	1	1
AT4TE43235	0	0	0	1	1
AT4TE43240	162.496613144395	263.792251427948	-0.63886510887344	0.627605667588285	1
AT4TE43250	0	0	0	1	1
AT4TE43255	0	0	0	1	1
AT4TE43370	0	0	0	1	1
AT4TE43380	2046.07160643229	2403.63979940135	-0.233520366786552	0.394854832394525	1
AT4TE43660	0	0	0	1	1
AT4TE43830	0	0	0	1	1
AT4TE43835	18.960664458778	0	4.05427896332617	0.130253390322012	1
AT4TE43840	2500.28479052445	3606.95925956603	-0.532305457799443	0.15467696784624	1
AT4TE44040	0	0	0	1	1
AT4TE44045	0	0	0	1	1
AT4TE44050	0	249.211426842032	-2.35098260434282	1	1
AT4TE44080	0	0	0	1	1
AT4TE44180	0	0	0	1	1
AT4TE44185	0	0	0	1	1
AT4TE44190	0	0	0	1	1
AT4TE44195	0	0	0	1	1
AT4TE44210	0	0	0	1	1
AT4TE44215	0	0	0	1	1
AT4TE44220	0	2.99713720600395	-2.34990268165303	1	1
AT4TE44225	0	0	0	1	1
AT4TE44230	0	0	0	1	1
AT4TE44235	0	0	0	1	1
AT4TE44260	0	0	0	1	1
AT4TE44265	121.717707197193	0	4.05468903147357	0.127995877424106	1
AT4TE44380	0	0	0	1	1
AT4TE44385	0	0	0	1	1
